time,t,data/E1_83.csv
2010 W39,2010-10-03,0.153409090909091
2010 W40,2010-10-10,0.0729166666666666
2010 W41,2010-10-17,0.0571428571428571
2010 W42,2010-10-24,0.0658682634730539
2010 W43,2010-10-31,0.0436893203883495
2010 W44,2010-11-07,0.0459183673469388
2010 W45,2010-11-14,0.031578947368421
2010 W46,2010-11-21,0.035175879396984903
2010 W47,2010-11-28,0.0228571428571429
2010 W48,2010-12-05,0.036144578313253
2010 W49,2010-12-12,0.0541871921182266
2010 W50,2010-12-19,0.0606060606060607
2010 W51,2010-12-26,0.143589743589744
2010 W52,2011-01-02,0.256097560975609
2011 W01,2011-01-09,0.271844660194174
2011 W02,2011-01-16,0.388392857142857
2011 W03,2011-01-23,0.368421052631579
2011 W04,2011-01-30,0.622641509433963
2011 W05,2011-02-06,0.4
2011 W06,2011-02-13,0.300925925925926
2011 W07,2011-02-20,0.177935943060498
2011 W08,2011-02-27,0.136363636363636
2011 W09,2011-03-06,0.0966183574879227
2011 W10,2011-03-13,0.066079295154185
2011 W11,2011-03-20,0.0666666666666666
2011 W12,2011-03-27,0.0432098765432099
2011 W13,2011-04-03,0.0606060606060606
2011 W14,2011-04-10,0.0212765957446809
2011 W15,2011-04-17,0.0169491525423729
2011 W16,2011-04-24,0.00518134715025907
2011 W17,2011-05-01,0.0174672489082969
2011 W18,2011-05-08,0.0376344086021505
2011 W19,2011-05-15,0.0170454545454545
2011 W20,2011-05-22,0.0223880597014925
2011 W21,2011-05-29,0.0162162162162162
2011 W22,2011-06-05,0
2011 W23,2011-06-12,0
2011 W24,2011-06-19,0
2011 W25,2011-06-26,0.00591715976331361
2011 W26,2011-07-03,0
2011 W27,2011-07-10,0.01875
2011 W28,2011-07-17,0
2011 W29,2011-07-24,0.0163934426229508
2011 W30,2011-07-31,0.0167597765363128
2011 W31,2011-08-07,0.0245098039215686
2011 W32,2011-08-14,0.0598802395209581
2011 W33,2011-08-21,0.0526315789473684
2011 W34,2011-08-28,0.00490196078431373
2011 W35,2011-09-04,0.0116959064327485
2011 W36,2011-09-11,0.00970873786407767
2011 W37,2011-09-18,0.00628930817610063
2011 W38,2011-09-25,0.0298507462686567
2011 W39,2011-10-02,0.0204081632653061
2011 W40,2011-10-09,0.0087719298245614
2011 W41,2011-10-16,0.0197368421052632
2011 W42,2011-10-23,0.0153846153846154
2011 W43,2011-10-30,0.0545454545454545
2011 W44,2011-11-06,0.0445859872611465
2011 W45,2011-11-13,0.0812182741116751
2011 W46,2011-11-20,0.0837209302325582
2011 W47,2011-11-27,0.05
2011 W48,2011-12-04,0.111111111111111
2011 W49,2011-12-11,0.148837209302326
2011 W50,2011-12-18,0.167567567567568
2011 W51,2011-12-25,0.263829787234042
2011 W52,2012-01-01,0.284313725490196
2012 W01,2012-01-08,0.305555555555556
2012 W02,2012-01-15,0.294871794871795
2012 W03,2012-01-22,0.337837837837837
2012 W04,2012-01-29,0.316455696202531
2012 W05,2012-02-05,0.378472222222222
2012 W06,2012-02-12,0.511627906976745
2012 W07,2012-02-19,0.444794952681388
2012 W08,2012-02-26,0.494915254237288
2012 W09,2012-03-04,0.432098765432099
2012 W10,2012-03-11,0.327067669172933
2012 W11,2012-03-18,0.247422680412371
2012 W12,2012-03-25,0.213043478260869
2012 W13,2012-04-01,0.140271493212669
2012 W14,2012-04-08,0.144329896907217
2012 W15,2012-04-15,0.11340206185567
2012 W16,2012-04-22,0.0343137254901961
2012 W17,2012-04-29,0.0126582278481013
2012 W18,2012-05-06,0.0404624277456647
2012 W19,2012-05-13,0.0251572327044025
2012 W20,2012-05-20,0.0127388535031847
2012 W21,2012-05-27,0.0228571428571429
2012 W22,2012-06-03,0.049079754601227
2012 W23,2012-06-10,0.0529100529100529
