time,t,data/E196_25.csv
2008 W02,2008-01-13,0.06544470109
2008 W03,2008-01-20,0.06760713335
2008 W04,2008-01-27,0.056143228479999994
2008 W05,2008-02-03,0.04476376975
2008 W06,2008-02-10,0.06690105724999999
2008 W07,2008-02-17,0.05300496801000001
2008 W08,2008-02-24,0.04105514333
2008 W09,2008-03-02,0.036849109969999995
2008 W10,2008-03-09,0.03674226263
2008 W11,2008-03-16,0.041582406470000007
2008 W12,2008-03-23,0.03863502038
2008 W13,2008-03-30,0.037067426029999996
2008 W14,2008-04-06,0.04524004162
2008 W15,2008-04-13,0.032123799360000004
2008 W16,2008-04-20,0.0401046729
2008 W17,2008-04-27,0.03888944861
2008 W18,2008-05-04,0.043498999999999996
2008 W19,2008-05-11,0.04087322609
2008 W20,2008-05-18,0.041330717339999996
2008 W21,2008-05-25,0.04196259384
2008 W22,2008-06-01,0.051422632589999996
2008 W23,2008-06-08,0.04139968896
2008 W24,2008-06-15,0.04585090073
2008 W25,2008-06-22,0.04485708642
2008 W26,2008-06-29,0.042260352880000004
2008 W27,2008-07-06,0.051366338899999996
2008 W28,2008-07-13,0.05935309973
2008 W29,2008-07-20,0.05321402384
2008 W30,2008-07-27,0.05769124398
2008 W31,2008-08-03,0.05137523262
2008 W32,2008-08-10,0.04785716525
2008 W33,2008-08-17,0.04102231981
2008 W34,2008-08-24,0.0420115894
2008 W35,2008-08-31,0.04227400964
2008 W36,2008-09-07,0.04204792037
2008 W37,2008-09-14,0.04614517137
2008 W38,2008-09-21,0.04332190583
2008 W39,2008-09-28,0.03971641212
2008 W40,2008-10-05,0.07014286867
2008 W41,2008-10-12,0.04200443096
2008 W42,2008-10-19,0.04474116885
2008 W43,2008-10-26,0.039710122540000004
2008 W44,2008-11-02,0.044310858519999996
2008 W45,2008-11-09,0.050956045449999994
2008 W46,2008-11-16,0.04931680501
2008 W47,2008-11-23,0.05541285319
2008 W48,2008-11-30,0.05408468364
2008 W49,2008-12-07,0.05238252449
2008 W50,2008-12-14,0.05363400352
2008 W51,2008-12-21,0.05784247566
2008 W52,2008-12-28,0.059329461400000005
2009 W01,2009-01-04,0.08091972362
2009 W02,2009-01-11,0.04865723899
2009 W03,2009-01-18,0.03755370429
2009 W04,2009-01-25,0.03847068264
2009 W05,2009-02-01,0.05933784423
2009 W06,2009-02-08,0.0329175172
2009 W07,2009-02-15,0.02856004047
2009 W08,2009-02-22,0.02402417196
2009 W09,2009-03-01,0.01849551415
2009 W10,2009-03-08,0.02466932606
2009 W11,2009-03-15,0.02728252636
2009 W12,2009-03-22,0.02913065104
2009 W13,2009-03-29,0.02948350682
2009 W14,2009-04-05,0.02871509858
2009 W15,2009-04-12,0.03239332042
2009 W16,2009-04-19,0.026915632789999998
2009 W17,2009-04-26,0.02594602523
2009 W18,2009-05-03,0.03142939611
2009 W19,2009-05-10,0.033088772620000005
2009 W20,2009-05-17,0.03214520009
2009 W21,2009-05-24,0.032551235250000005
2009 W22,2009-05-31,0.03642953473
2009 W23,2009-06-07,0.0328686303
2009 W24,2009-06-14,0.031913611859999996
2009 W25,2009-06-21,0.03237789566
2009 W26,2009-06-28,0.0345476932
2009 W27,2009-07-05,0.040512620889999996
2009 W28,2009-07-12,0.03442497436
2009 W29,2009-07-19,0.0363547368
2009 W30,2009-07-26,0.03443859399
2009 W31,2009-08-02,0.035386759579999996
2009 W32,2009-08-09,0.0352026637
2009 W33,2009-08-16,0.03870126696
2009 W34,2009-08-23,0.03724859534
2009 W35,2009-08-30,0.03648630771
2009 W36,2009-09-06,0.03617512139
2009 W37,2009-09-13,0.04655945432
2009 W38,2009-09-20,0.04785177161
2009 W39,2009-09-27,0.05085291662
2009 W40,2009-10-04,0.06469395184
2009 W41,2009-10-11,0.05427795306
2009 W42,2009-10-18,0.04266922923
2009 W43,2009-10-25,0.07112147725
2009 W44,2009-11-01,0.07436963519
2009 W45,2009-11-08,0.06627622871
2009 W46,2009-11-15,0.0593268199
2009 W47,2009-11-22,0.055795262809999996
2009 W48,2009-11-29,0.05557483086000001
2009 W49,2009-12-06,0.05394694378
2009 W50,2009-12-13,0.04888180582999999
2009 W51,2009-12-20,0.05046705536
2009 W52,2009-12-27,0.04628509053
2009 W53,2010-01-03,0.04665325813
2010 W01,2010-01-10,0.05024106439
2010 W02,2010-01-17,0.05176862148
2010 W03,2010-01-24,0.05733983121
