time,t,data/C208_4.csv
2015 Jan,2015-01-31,0.3892601431980906
2015 Feb,2015-02-28,0.1303102625298328
2015 Mar,2015-03-31,0.11360381861575175
2015 Apr,2015-04-30,0.17541766109785195
2015 May,2015-05-31,0.0016706443914080715
2015 Jun,2015-06-30,0.020047732696897302
2015 Jul,2015-07-31,0.020047732696897302
2015 Aug,2015-08-31,0.09522673031026241
2015 Sep,2015-09-30,0.07852028639618125
2015 Oct,2015-10-31,0.015035799522672977
2015 Nov,2015-11-30,0.013365155131264905
2015 Dec,2015-12-17,0.04343675417661097
