time,t,data/C677_1.csv
2007 W01,2007-01-07,0.043675550556451045
2007 W02,2007-01-14,0.03684253946172575
2007 W03,2007-01-21,0.03632288576462718
2007 W04,2007-01-28,0.03445308413964432
2007 W05,2007-02-04,0.03528140325982576
2007 W06,2007-02-11,0.03774904646666437
2007 W07,2007-02-18,0.04659269580282424
2007 W08,2007-02-25,0.061380399014992995
2007 W09,2007-03-04,0.05798856928201519
2007 W10,2007-03-11,0.04090902033211294
2007 W11,2007-03-18,0.04763122984222452
2007 W12,2007-03-25,0.05314677307685711
2007 W13,2007-04-01,0.05469379083356195
2007 W14,2007-04-08,0.05766823481120102
2007 W15,2007-04-15,0.06144304039628916
2007 W16,2007-04-22,0.06172226399058574
2007 W17,2007-04-29,0.06394758138846969
2007 W18,2007-05-06,0.07127132910564848
2007 W19,2007-05-13,0.06125407241544627
2007 W20,2007-05-20,0.06035991163267081
2007 W21,2007-05-27,0.06883571140603205
2007 W22,2007-06-03,0.07622019918061362
2007 W23,2007-06-10,0.09200247434237599
2007 W24,2007-06-17,0.1000347566797399
2007 W25,2007-06-24,0.10186722291230818
2007 W26,2007-07-01,0.09032349143566942
2007 W27,2007-07-08,0.08354783260597431
2007 W28,2007-07-15,0.08159776248692464
2007 W29,2007-07-22,0.07371691270406061
2007 W30,2007-07-29,0.07069519809100414
2007 W31,2007-08-05,0.06001157710076706
2007 W32,2007-08-12,0.06087747613755226
2007 W33,2007-08-19,0.05716837735355644
2007 W34,2007-08-26,0.05265193541438025
2007 W35,2007-09-02,0.053318488172199724
2007 W36,2007-09-09,0.05298719905343301
2007 W37,2007-09-16,0.05188117508488234
2007 W38,2007-09-23,0.05202884532118113
2007 W39,2007-09-30,0.06339617656032075
2007 W40,2007-10-07,0.054037112099023676
2007 W41,2007-10-14,0.039954845904211514
2007 W42,2007-10-21,0.040743501461862924
2007 W43,2007-10-28,0.03912996486813222
2007 W44,2007-11-04,0.04143471206444198
2007 W45,2007-11-11,0.04455880365165649
2007 W46,2007-11-18,0.04174602971311474
2007 W47,2007-11-25,0.03690723911533711
2007 W48,2007-12-02,0.038053087381679104
2007 W49,2007-12-09,0.03702722612576306
2007 W50,2007-12-16,0.040637639470013906
2007 W51,2007-12-23,0.036064937420690696
2007 W52,2007-12-29,0.036571243848171994
