time,t,data/C315_5.csv
2010 W01,2010-01-10,0.025526116169229618
2010 W02,2010-01-17,0.024260696521254066
2010 W03,2010-01-24,0.025466280889962944
2010 W04,2010-01-31,0.023560430736803945
2010 W05,2010-02-07,0.02230080159972514
2010 W06,2010-02-14,0.023190996141589593
2010 W07,2010-02-21,0.027842706561999997
2010 W08,2010-02-28,0.023431109326775917
2010 W09,2010-03-07,0.022782958140396742
2010 W10,2010-03-14,0.025548120110637396
2010 W11,2010-03-21,0.026153807550440167
2010 W12,2010-03-28,0.025511446874957794
2010 W13,2010-04-04,0.025163244153031644
2010 W14,2010-04-11,0.025136221768846695
2010 W15,2010-04-18,0.023545761442532065
2010 W16,2010-04-25,0.025687864440279595
2010 W17,2010-05-02,0.027831897608325995
2010 W18,2010-05-09,0.029052923339426245
2010 W19,2010-05-16,0.025608727458023645
2010 W20,2010-05-23,0.024633605423006494
2010 W21,2010-05-30,0.030198672428868395
2010 W22,2010-06-06,0.02956789277517957
2010 W23,2010-06-13,0.02826386972122552
2010 W24,2010-06-20,0.02918687715817167
2010 W25,2010-06-27,0.02853679580149357
2010 W26,2010-07-04,0.028511703587607545
2010 W27,2010-07-11,0.02785583172003267
2010 W28,2010-07-18,0.02811331643790932
2010 W29,2010-07-25,0.030268930627749296
2010 W30,2010-08-01,0.035532118998859274
2010 W31,2010-08-08,0.03583013729301335
2010 W32,2010-08-15,0.0323589190274258
2010 W33,2010-08-22,0.03326455493168162
2010 W34,2010-08-29,0.032627984767096
2010 W35,2010-09-05,0.030722134613936997
2010 W36,2010-09-12,0.031312380691348424
2010 W37,2010-09-19,0.027241265496854822
2010 W38,2010-09-26,0.02750068038503037
2010 W39,2010-10-03,0.02873135696762527
2010 W40,2010-10-10,0.026517837668817545
2010 W41,2010-10-17,0.025867756312139417
2010 W42,2010-10-24,0.023963836329279342
2010 W43,2010-10-31,0.023315685142900167
2010 W44,2010-11-07,0.02389628036881694
2010 W45,2010-11-14,0.024192368492672117
2010 W46,2010-11-21,0.022598047825759665
2010 W47,2010-11-28,0.021315256645093816
2010 W48,2010-12-05,0.021278583409414242
2010 W49,2010-12-12,0.02124191017373467
2010 W50,2010-12-19,0.023085994877328014
2010 W51,2010-12-26,0.022132104715599066
2010 W52,2011-01-02,0.02426262669155302
2011 W01,2011-01-08,0.023314527040720817
