time,t,data/C470_1.csv
2010 Jan,2010-01-31,0.7901234568
2010 Feb,2010-02-28,0.5
2010 Mar,2010-03-31,0.5
2010 Apr,2010-04-30,0.14
2010 May,2010-05-31,0
2010 Jun,2010-06-30,0
2010 Jul,2010-07-31,0
2010 Aug,2010-08-31,0.05
2010 Sep,2010-09-30,0.24
2010 Oct,2010-10-31,0.3157894737
2010 Nov,2010-11-30,0
2010 Dec,2010-12-31,0.2258064516
2011 Jan,2011-01-31,0.7333333333
2011 Feb,2011-02-28,0.25
2011 Mar,2011-03-31,0.1724137931
2011 Apr,2011-04-30,0.1739130435
2011 May,2011-05-31,0.1923076923
2011 Jun,2011-06-30,0.04166666667
2011 Jul,2011-07-31,0.05
2011 Aug,2011-08-31,0
2011 Sep,2011-09-30,0
2011 Oct,2011-10-31,0.1
2011 Nov,2011-11-30,0.2
2011 Dec,2011-12-01,0.3125
