time,t,data/E452_1.csv
2004 W01,2004-01-04,0.051951952767647726
2004 W02,2004-01-11,0.06664802278974127
2004 W03,2004-01-18,0.07591276099267413
2004 W04,2004-01-25,0.0782930156975325
2004 W05,2004-02-01,0.07597390603600179
2004 W06,2004-02-08,0.05198705655185604
2004 W07,2004-02-15,0.05321012924309945
2004 W08,2004-02-22,0.054287322772361236
2004 W09,2004-02-29,0.05156565092041149
2004 W10,2004-03-07,0.052900095317801134
2004 W11,2004-03-14,0.05620982013826479
2004 W12,2004-03-21,0.05258977338159351
2004 W13,2004-03-28,0.06274223893717906
2004 W14,2004-04-04,0.07843255780129693
2004 W15,2004-04-11,0.10348807094615514
2004 W16,2004-04-18,0.0884051769082863
2004 W17,2004-04-25,0.08261777769289651
2004 W18,2004-05-02,0.08427942063268884
2004 W19,2004-05-09,0.08814818117378934
2004 W20,2004-05-16,0.08911125365309568
2004 W21,2004-05-23,0.09003277892231115
2004 W22,2004-05-30,0.09425092287919189
2004 W23,2004-06-06,0.10286928114396847
2004 W24,2004-06-13,0.10159180139189174
2004 W25,2004-06-20,0.09911348797276061
2004 W26,2004-06-27,0.09486519614666468
2004 W27,2004-07-04,0.09066635669372815
2004 W28,2004-07-11,0.08936791064748911
2004 W29,2004-07-18,0.0869649546282038
2004 W30,2004-07-25,0.08699884336638852
2004 W31,2004-08-01,0.0908791738457357
2004 W32,2004-08-08,0.094200995533496
2004 W33,2004-08-15,0.0926668546959618
2004 W34,2004-08-22,0.08935237278621797
2004 W35,2004-08-29,0.08547352859044104
2004 W36,2004-09-05,0.08376575497937568
2004 W37,2004-09-12,0.0825903190554143
2004 W38,2004-09-19,0.07545305630723037
2004 W39,2004-09-26,0.07522168208868096
2004 W40,2004-10-03,0.07083514502612523
2004 W41,2004-10-10,0.06574046932247768
2004 W42,2004-10-17,0.05924522602260786
2004 W43,2004-10-24,0.05521868132313313
2004 W44,2004-10-31,0.053680793889139704
2004 W45,2004-11-07,0.05248470176532208
2004 W46,2004-11-14,0.05287197825278158
2004 W47,2004-11-21,0.0469721902608437
2004 W48,2004-11-28,0.045748817083602164
2004 W49,2004-12-05,0.04579113186231841
2004 W50,2004-12-12,0.04266647532460746
2004 W51,2004-12-19,0.039673392316099634
2004 W52,2004-12-26,0.039140927238270534
2004 W53,2005-01-02,0.041479878560455534
2005 W01,2005-01-09,0.0413220704693566
2005 W02,2005-01-16,0.04232454091825389
2005 W03,2005-01-23,0.0428764352774808
2005 W04,2005-01-30,0.04150480295908858
2005 W05,2005-02-06,0.0401989101535081
2005 W06,2005-02-13,0.04050800174394749
2005 W07,2005-02-20,0.04083532206799118
2005 W08,2005-02-27,0.040195550156757444
2005 W09,2005-03-06,0.039134257167439436
2005 W10,2005-03-13,0.04680116648409545
2005 W11,2005-03-20,0.06727027363211631
2005 W12,2005-03-27,0.051294701235878516
2005 W13,2005-04-03,0.045280462746441444
2005 W14,2005-04-10,0.04054219615975893
2005 W15,2005-04-17,0.043046939372206855
2005 W16,2005-04-24,0.04476302408843317
2005 W17,2005-05-01,0.04567484336662801
2005 W18,2005-05-08,0.053785324666743406
2005 W19,2005-05-15,0.061510999663874175
2005 W20,2005-05-22,0.06837493456542612
2005 W21,2005-05-29,0.06367841874849298
2005 W22,2005-06-05,0.06625010135361734
2005 W23,2005-06-12,0.08795043059247408
2005 W24,2005-06-19,0.09419861453421748
2005 W25,2005-06-26,0.1022170591663453
2005 W26,2005-07-03,0.09711213125618237
2005 W27,2005-07-10,0.07990509130526555
2005 W28,2005-07-17,0.07309997608623388
2005 W29,2005-07-24,0.0680022468123776
2005 W30,2005-07-31,0.056412438267589626
2005 W31,2005-08-07,0.056088831009978135
2005 W32,2005-08-14,0.057178189727306226
2005 W33,2005-08-21,0.056948193379129694
2005 W34,2005-08-28,0.05620085252586185
2005 W35,2005-09-04,0.052555121741784276
2005 W36,2005-09-11,0.052460836134065804
2005 W37,2005-09-18,0.05470154300767006
2005 W38,2005-09-25,0.05045347209903296
2005 W39,2005-10-02,0.04866159866792216
2005 W40,2005-10-09,0.047750085518206
2005 W41,2005-10-16,0.04648149892116644
2005 W42,2005-10-23,0.04332298310093195
2005 W43,2005-10-30,0.04288301567218786
2005 W44,2005-11-06,0.042070930948366704
2005 W45,2005-11-13,0.04149100789110377
2005 W46,2005-11-20,0.04183155460853076
2005 W47,2005-11-27,0.040617560572857404
2005 W48,2005-12-04,0.04116401128787316
2005 W49,2005-12-11,0.04361553672774704
2005 W50,2005-12-18,0.03887499171060618
2005 W51,2005-12-25,0.034530848897218525
2005 W52,2006-01-01,0.0346199545381006
2006 W01,2006-01-08,0.03582618350042734
2006 W02,2006-01-15,0.04289781272358039
2006 W03,2006-01-22,0.04361332755315873
2006 W04,2006-01-29,0.03807207947967572
2006 W05,2006-02-05,0.038030881083269456
2006 W06,2006-02-12,0.03836171980133529
2006 W07,2006-02-19,0.037657878530811706
2006 W08,2006-02-26,0.03677769954199839
2006 W09,2006-03-05,0.03952775861796113
2006 W10,2006-03-12,0.040636921358154235
2006 W11,2006-03-19,0.040593272276240745
2006 W12,2006-03-26,0.040440500489543556
2006 W13,2006-04-02,0.03911539899858336
2006 W14,2006-04-09,0.036472244335587545
2006 W15,2006-04-16,0.03991480109655683
2006 W16,2006-04-23,0.0584754759568864
2006 W17,2006-04-30,0.04268429599961986
2006 W18,2006-05-07,0.03461501580557651
2006 W19,2006-05-14,0.03289529612049583
2006 W20,2006-05-21,0.03492611668037971
2006 W21,2006-05-28,0.05306350755299229
2006 W22,2006-06-04,0.0558488471471304
2006 W23,2006-06-11,0.0596037382387147
2006 W24,2006-06-18,0.06401277206249477
2006 W25,2006-06-25,0.06890653561052734
2006 W26,2006-07-02,0.07139966277259233
2006 W27,2006-07-09,0.066966733043682
2006 W28,2006-07-16,0.07666235847687329
2006 W29,2006-07-23,0.06782490900425836
2006 W30,2006-07-30,0.08118630619882214
2006 W31,2006-08-06,0.07680762397924708
2006 W32,2006-08-13,0.062255422770259826
2006 W33,2006-08-20,0.06404514056127762
2006 W34,2006-08-27,0.07462833461383638
2006 W35,2006-09-03,0.07872524752417616
2006 W36,2006-09-10,0.09161876499636902
2006 W37,2006-09-17,0.09988328713125068
2006 W38,2006-09-24,0.09600708592983383
2006 W39,2006-10-01,0.08995567381990213
2006 W40,2006-10-08,0.08234728471987776
2006 W41,2006-10-15,0.0833674242698643
2006 W42,2006-10-22,0.0819514538174846
2006 W43,2006-10-29,0.0677301746886346
2006 W44,2006-11-05,0.06257393665312602
2006 W45,2006-11-12,0.05777554194475175
2006 W46,2006-11-19,0.05547191164227623
2006 W47,2006-11-26,0.054769585584990114
2006 W48,2006-12-03,0.05119872487320843
2006 W49,2006-12-10,0.04933266455412102
2006 W50,2006-12-17,0.050382189398983375
2006 W51,2006-12-24,0.0501200831072721
2006 W52,2006-12-31,0.046898775531985064
2007 W01,2007-01-07,0.045430447291199716
2007 W02,2007-01-14,0.047287184893524466
2007 W03,2007-01-21,0.05526519181213242
2007 W04,2007-01-28,0.047748092351799644
2007 W05,2007-02-04,0.04268730047705998
2007 W06,2007-02-11,0.0432223036510272
2007 W07,2007-02-18,0.041144354033259306
2007 W08,2007-02-25,0.035954262851823265
2007 W09,2007-03-04,0.034300613933010676
2007 W10,2007-03-11,0.03566707383730013
2007 W11,2007-03-18,0.03425552173409707
2007 W12,2007-03-25,0.03232277669107047
2007 W13,2007-04-01,0.033343055483344236
