time,t,data/C316_3.csv
2012 Apr,2012-04-30,0.029536389174853017
2012 May,2012-05-31,0.0010633211774354334
2012 Jun,2012-06-30,0.013442096630664285
2012 Jul,2012-07-31,0.004421489766362502
2012 Aug,2012-08-31,0.0016258658896198264
2012 Sep,2012-09-30,3.8805813892625607e-4
2012 Oct,2012-10-31,0.004985430371132971
2012 Nov,2012-11-30,0.013869937708293367
2012 Dec,2012-12-31,0.060098061454171126
2013 Jan,2013-01-31,0.08532079356493522
2013 Feb,2013-02-28,0.12727155345396174
2013 Mar,2013-03-16,0.13303414702238667
