time,t,data/E1_70.csv
2010 W39,2010-10-03,0.0760233918128655
2010 W40,2010-10-10,0.072289156626506
2010 W41,2010-10-17,0.0982658959537572
2010 W42,2010-10-24,0.153846153846154
2010 W43,2010-10-31,0.172839506172839
2010 W44,2010-11-07,0.103092783505155
2010 W45,2010-11-14,0.143646408839779
2010 W46,2010-11-21,0.159340659340659
2010 W47,2010-11-28,0.169491525423729
2010 W48,2010-12-05,0.203296703296704
2010 W49,2010-12-12,0.260355029585799
2010 W50,2010-12-19,0.245901639344263
2010 W51,2010-12-26,0.329608938547486
2010 W52,2011-01-02,0.309782608695652
2011 W01,2011-01-09,0.17032967032967
2011 W02,2011-01-16,0.142857142857143
2011 W03,2011-01-23,0.174358974358975
2011 W04,2011-01-30,0.139240506329114
2011 W05,2011-02-06,0.119047619047619
2011 W06,2011-02-13,0.122994652406417
2011 W07,2011-02-20,0.12568306010929
2011 W08,2011-02-27,0.0526315789473685
2011 W09,2011-03-06,0.0377358490566037
2011 W10,2011-03-13,0.072289156626506
2011 W11,2011-03-20,0.0666666666666667
2011 W12,2011-03-27,0.0645161290322581
2011 W13,2011-04-03,0.028735632183908
2011 W14,2011-04-10,0.0355029585798817
2011 W15,2011-04-17,0.0240963855421687
2011 W16,2011-04-24,0.034965034965035
2011 W17,2011-05-01,0.0120481927710843
2011 W18,2011-05-08,0
2011 W19,2011-05-15,0.015625
2011 W20,2011-05-22,0.0147058823529412
2011 W21,2011-05-29,0
2011 W22,2011-06-05,0
2011 W23,2011-06-12,0
2011 W24,2011-06-19,0
2011 W25,2011-06-26,0
2011 W26,2011-07-03,0
2011 W27,2011-07-10,0
2011 W28,2011-07-17,0
2011 W29,2011-07-24,0
2011 W30,2011-07-31,0
2011 W31,2011-08-07,0
2011 W32,2011-08-14,0
2011 W33,2011-08-21,0
2011 W34,2011-08-28,0
2011 W35,2011-09-04,0
2011 W36,2011-09-11,0.0114942528735632
2011 W37,2011-09-18,0
2011 W38,2011-09-25,0.00854700854700855
2011 W39,2011-10-02,0.0111111111111111
2011 W40,2011-10-09,0
2011 W41,2011-10-16,0
2011 W42,2011-10-23,0
2011 W43,2011-10-30,0
2011 W44,2011-11-06,0
2011 W45,2011-11-13,0.00970873786407767
2011 W46,2011-11-20,0.00505050505050505
2011 W47,2011-11-27,0.00980392156862745
2011 W48,2011-12-04,0.0209424083769634
2011 W49,2011-12-11,0.0374331550802139
2011 W50,2011-12-18,0.0666666666666667
2011 W51,2011-12-25,0.0825688073394495
2011 W52,2012-01-01,0.159420289855072
2012 W01,2012-01-08,0.135
2012 W02,2012-01-15,0.152466367713004
2012 W03,2012-01-22,0.138728323699422
2012 W04,2012-01-29,0.210084033613446
2012 W05,2012-02-05,0.205263157894737
2012 W06,2012-02-12,0.316964285714286
2012 W07,2012-02-19,0.291479820627802
2012 W08,2012-02-26,0.260504201680673
2012 W09,2012-03-04,0.301507537688442
2012 W10,2012-03-11,0.291479820627802
2012 W11,2012-03-18,0.278026905829596
2012 W12,2012-03-25,0.163793103448276
2012 W13,2012-04-01,0.205882352941176
2012 W14,2012-04-08,0.155251141552511
2012 W15,2012-04-15,0.0879629629629629
2012 W16,2012-04-22,0.0327102803738318
2012 W17,2012-04-29,0.0742574257425743
2012 W18,2012-05-06,0.0682926829268293
2012 W19,2012-05-13,0.00956937799043062
2012 W20,2012-05-20,0.00995024875621891
2012 W21,2012-05-27,0.00492610837438424
2012 W22,2012-06-03,0.00515463917525773
2012 W23,2012-06-10,0.00531914893617021
2012 W24,2012-06-17,0.00540540540540541
2012 W25,2012-06-24,0.00558659217877095
2012 W26,2012-07-01,0
2012 W27,2012-07-08,0.0459183673469388
2012 W28,2012-07-15,0.0267379679144385
2012 W29,2012-07-22,0.065
2012 W30,2012-07-29,0.0558139534883721
2012 W31,2012-08-05,0.109452736318408
2012 W32,2012-08-12,0.107692307692308
2012 W33,2012-08-19,0.188679245283019
2012 W34,2012-08-26,0.0732984293193717
2012 W35,2012-09-02,0.0812182741116751
2012 W36,2012-09-09,0.152073732718894
2012 W37,2012-09-16,0.116751269035533
2012 W38,2012-09-23,0.080952380952381
2012 W39,2012-09-30,0.0606060606060606
2012 W40,2012-10-07,0.0436893203883495
2012 W41,2012-10-14,0.0143540669856459
2012 W42,2012-10-21,0.0574162679425837
2012 W43,2012-10-28,0.0480769230769231
2012 W44,2012-11-04,0.0545454545454545
2012 W45,2012-11-11,0.0343137254901961
2012 W46,2012-11-18,0.0619047619047619
2012 W47,2012-11-25,0.0772946859903381
2012 W48,2012-12-02,0.154589371980676
2012 W49,2012-12-09,0.312796208530806
2012 W50,2012-12-16,0.339130434782609
2012 W51,2012-12-23,0.447963800904978
2012 W52,2012-12-30,0.404445476611429
2013 W01,2013-01-06,0.360927152317881
2013 W02,2013-01-13,0.471482889733841
2013 W03,2013-01-20,0.458715596330275
2013 W04,2013-01-27,0.402777777777777
2013 W05,2013-02-03,0.324675324675325
2013 W06,2013-02-10,0.244343891402715
2013 W07,2013-02-17,0.142131979695431
2013 W08,2013-02-24,0.0730593607305936
2013 W09,2013-03-03,0.0970873786407767
2013 W10,2013-03-10,0.0934579439252336
2013 W11,2013-03-17,0.0660377358490566
2013 W12,2013-03-24,0.0960698689956331
2013 W13,2013-03-31,0.0728155339805825
2013 W14,2013-04-07,0.04
2013 W15,2013-04-14,0.0311418685121106
2013 W16,2013-04-21,0.0125523012552301
2013 W17,2013-04-28,0.024896265560166
2013 W18,2013-05-05,0.0147058823529412
2013 W19,2013-05-12,0.0305676855895197
2013 W20,2013-05-19,0.014018691588785
2013 W21,2013-05-26,0
2013 W22,2013-06-02,0.00465116279069767
2013 W23,2013-06-09,0.0285714285714286
2013 W24,2013-06-16,0.0147783251231527
2013 W25,2013-06-23,0.00483091787439614
2013 W26,2013-06-30,0.0203045685279188
2013 W27,2013-07-07,0.0048780487804878
2013 W28,2013-07-14,0
2013 W29,2013-07-21,0.0050761421319797
2013 W30,2013-07-28,0.01
2013 W31,2013-08-04,0
2013 W32,2013-08-11,0.00495049504950495
2013 W33,2013-08-18,0
2013 W34,2013-08-25,0.00966183574879228
2013 W35,2013-09-01,0
2013 W36,2013-09-08,0.00460829493087558
2013 W37,2013-09-15,0.00467289719626168
2013 W38,2013-09-22,0.00497512437810945
