time,t,data/C244_1.csv
2010 W01,2010-01-10,0.03306120697166526
2010 W02,2010-01-17,0.03162228786875833
2010 W03,2010-01-24,0.03679680673246051
2010 W04,2010-01-31,0.037884727879515016
2010 W05,2010-02-07,0.03626851235452451
2010 W06,2010-02-14,0.043279749289469094
2010 W07,2010-02-21,0.044548320802664854
2010 W08,2010-02-28,0.04041386191880327
2010 W09,2010-03-07,0.04168177308802309
2010 W10,2010-03-14,0.03744374206255179
2010 W11,2010-03-21,0.03843522768017772
2010 W12,2010-03-28,0.03591417973015497
2010 W13,2010-04-04,0.039632383315593565
2010 W14,2010-04-11,0.04084857354731378
2010 W15,2010-04-18,0.03890521354791554
2010 W16,2010-04-25,0.034080762987012986
2010 W17,2010-05-02,0.032156123964605716
2010 W18,2010-05-09,0.03369855272032726
2010 W19,2010-05-16,0.03594695778687959
2010 W20,2010-05-23,0.03633566833784036
2010 W21,2010-05-30,0.03600187380193896
2010 W22,2010-06-06,0.03373941686631739
2010 W23,2010-06-13,0.03545527729823994
2010 W24,2010-06-20,0.035192262547279925
2010 W25,2010-06-27,0.032635055916305916
2010 W26,2010-07-04,0.03459761303511304
2010 W27,2010-07-11,0.0348650943963444
2010 W28,2010-07-18,0.03177563443169438
2010 W29,2010-07-25,0.035932088744588746
2010 W30,2010-08-01,0.03773432083651458
2010 W31,2010-08-08,0.03623649568165207
2010 W32,2010-08-15,0.03539246632996633
2010 W33,2010-08-22,0.03396502743081805
2010 W34,2010-08-29,0.03533148013898449
2010 W35,2010-09-05,0.039680813111254036
2010 W36,2010-09-12,0.04194135213058975
2010 W37,2010-09-19,0.039363634091316546
2010 W38,2010-09-26,0.0363562642529302
2010 W39,2010-10-03,0.03536689894476602
2010 W40,2010-10-10,0.03937616319268144
2010 W41,2010-10-17,0.040530286183794006
2010 W42,2010-10-24,0.036714691558441565
2010 W43,2010-10-31,0.03743415248112251
2010 W44,2010-11-07,0.04029493183353957
2010 W45,2010-11-14,0.040361095126516505
2010 W46,2010-11-21,0.036988049008140234
2010 W47,2010-11-28,0.03688402855350076
2010 W48,2010-12-05,0.04423803278847806
2010 W49,2010-12-12,0.04569729722444753
2010 W50,2010-12-19,0.04533196790418772
2010 W51,2010-12-26,0.04509280663467241
2010 W52,2010-12-27,0.03922350091143532
