time,t,data/C30_3.csv
2015 W53,2016-01-03,0.02194207408105857
2016 W01,2016-01-10,0.02691634843556017
2016 W02,2016-01-17,0.026755928527650755
2016 W03,2016-01-24,0.025969921267266993
2016 W04,2016-01-31,0.02191793566231358
2016 W05,2016-02-07,0.021132934169377532
2016 W06,2016-02-14,0.020505335282007778
2016 W07,2016-02-21,0.027190671506922517
2016 W08,2016-02-28,0.029365392170729032
2016 W09,2016-03-06,0.024378797164993013
2016 W10,2016-03-13,0.030908239435513025
2016 W11,2016-03-20,0.03043477440950451
2016 W12,2016-03-27,0.03229695283893578
2016 W13,2016-04-03,0.026843681737463272
2016 W14,2016-04-10,0.031195134599971724
2016 W15,2016-04-17,0.026830858202504998
2016 W16,2016-04-24,0.025891219964483847
2016 W17,2016-05-01,0.024951833168324618
2016 W18,2016-05-08,0.028525576351892894
2016 W19,2016-05-15,0.026495434758694404
2016 W20,2016-05-22,0.026956830575330416
2016 W21,2016-05-29,0.030374931246365887
2016 W22,2016-06-05,0.027566325648641435
2016 W23,2016-06-12,0.03409803089591879
2016 W24,2016-06-19,0.033001492936055206
2016 W25,2016-06-26,0.030972859994028268
2016 W26,2016-07-03,0.028787327330158888
2016 W27,2016-07-10,0.029247968821209128
2016 W28,2016-07-17,0.028775761004510243
2016 W29,2016-07-24,0.03359414140461711
2016 W30,2016-07-31,0.030164222966071075
2016 W31,2016-08-07,0.03280360819071866
2016 W32,2016-08-14,0.0303070419436456
2016 W33,2016-08-21,0.02485402228403502
2016 W34,2016-08-28,0.025625445916427028
2016 W35,2016-09-04,0.02982201059198844
2016 W36,2016-09-11,0.025457482752659792
2016 W37,2016-09-18,0.02405141986076409
2016 W38,2016-09-25,0.027469269089937617
2016 W39,2016-10-02,0.020771360771926525
2016 W40,2016-10-09,0.022632784875772013
2016 W41,2016-10-16,0.02106982226203387
2016 W42,2016-10-23,0.024488425816793183
2016 W43,2016-10-30,0.028217308629170407
2016 W44,2016-11-06,0.03023462668741063
2016 W45,2016-11-13,0.031473480741124896
2016 W46,2016-11-20,0.037537252683356136
2016 W47,2016-11-27,0.042355633083463
2016 W48,2016-12-04,0.03830314459478574
2016 W49,2016-12-11,0.0347175836437069
2016 W50,2016-12-18,0.03688978988889414
2016 W51,2016-12-25,0.0379730014300756
