time,t,data/E128_3.csv
2010 W01,2010-01-10,0.031963852045581914
2010 W02,2010-01-17,0.03213618531664487
2010 W03,2010-01-24,0.033342518214085556
2010 W04,2010-01-31,0.03306678498038483
2010 W05,2010-02-07,0.03113665234447973
2010 W06,2010-02-14,0.030585185877078272
2010 W07,2010-02-21,0.032394685223239295
2010 W08,2010-02-28,0.03678918363534467
2010 W09,2010-03-07,0.028689519895385755
2010 W10,2010-03-14,0.026086380485119017
2010 W11,2010-03-21,0.025578450844091362
2010 W12,2010-03-28,0.026449187371567345
2010 W13,2010-04-04,0.02575985428731552
2010 W14,2010-04-11,0.0242334738864722
2010 W15,2010-04-18,0.024381188118811875
2010 W16,2010-04-25,0.024381188118811875
2010 W17,2010-05-02,0.024381188118811875
2010 W18,2010-05-09,0.024381188118811875
2010 W19,2010-05-16,0.024381188118811875
2010 W20,2010-05-23,0.021932241635285673
2010 W21,2010-05-30,0.022122715250671048
2010 W22,2010-06-06,0.02231318886605642
2010 W23,2010-06-13,0.020865589389127588
2010 W24,2010-06-20,0.02209777227722772
2010 W25,2010-06-27,0.023806743881935363
2010 W26,2010-07-04,0.025348169250887353
2010 W27,2010-07-11,0.026449187371567345
2010 W28,2010-07-18,0.025725387633102927
2010 W29,2010-07-25,0.02521823543540337
2010 W30,2010-08-01,0.031077566651543855
2010 W31,2010-08-08,0.03609985055109284
2010 W32,2010-08-15,0.033342518214085556
2010 W33,2010-08-22,0.0344749939953564
2010 W34,2010-08-29,0.03541051746684101
2010 W35,2010-09-05,0.030171586026527173
2010 W36,2010-09-12,0.030654119185503446
2010 W37,2010-09-19,0.033265925649168686
2010 W38,2010-09-26,0.03678918363534467
2010 W39,2010-10-03,0.03541051746684102
2010 W40,2010-10-10,0.029283112273491493
2010 W41,2010-10-17,0.02743394892049851
2010 W42,2010-10-24,0.0285171866243228
2010 W43,2010-10-31,0.027483186997945074
2010 W44,2010-11-07,0.027414253689519896
2010 W45,2010-11-14,0.027827853540070988
2010 W46,2010-11-21,0.0273354727656054
2010 W47,2010-11-28,0.02664613968135358
2010 W48,2010-12-05,0.02595680659710176
2010 W49,2010-12-12,0.025267473512849938
2010 W50,2010-12-19,0.02369185503456006
2010 W51,2010-12-26,0.023845040164393795
2010 W52,2011-01-02,0.026035587521016246
2011 W01,2011-01-09,0.02966607509807584
2011 W02,2011-01-16,0.0347211843825892
2011 W03,2011-01-23,0.03506585092471511
2011 W04,2011-01-30,0.03868484961703717
2011 W05,2011-02-06,0.045750513730618336
2011 W06,2011-02-13,0.04106304875770595
2011 W07,2011-02-20,0.03456799925275546
2011 W08,2011-02-27,0.0334957033439193
2011 W09,2011-03-06,0.026862787222118434
2011 W10,2011-03-13,0.02239935550158789
2011 W11,2011-03-20,0.02307145525873342
2011 W12,2011-03-27,0.02369185503456006
2011 W13,2011-04-03,0.022295955538950113
2011 W14,2011-04-10,0.020968989351765357
2011 W15,2011-04-17,0.019823930506258164
