time,t,data/C602_1.csv
2008 Jan,2008-01-31,0.15803293792468032
2008 Feb,2008-02-29,0.47819366066515673
2008 Mar,2008-03-31,0.1866584769728844
2008 Apr,2008-04-30,0.1500838163973025
2008 May,2008-05-31,0.12637977145635793
2008 Jun,2008-06-30,0
2008 Jul,2008-07-31,0.04037519034639847
2008 Aug,2008-08-31,0.05527275519213781
2008 Sep,2008-09-30,0.20350365337121068
2008 Oct,2008-10-31,0.17863513634560502
2008 Nov,2008-11-30,0.030959601776139767
2008 Dec,2008-12-31,0.02245511663915445
2009 Jan,2009-01-31,0.022142884563706944
2009 Feb,2009-02-28,0.11773708523679727
2009 Mar,2009-03-31,0.23789780797727356
2009 Apr,2009-04-16,0
