time,t,data/C508_2.csv
2009 W23,2009-06-07,0.02186149210194354
2009 W24,2009-06-14,0.029430692921688525
2009 W25,2009-06-21,0.04268896133484156
2009 W26,2009-06-28,0.05060003661992475
2009 W27,2009-07-05,0.04466911065192526
2009 W28,2009-07-12,0.04308179604387831
2009 W29,2009-07-19,0.044341342828441335
2009 W30,2009-07-26,0.03742965258552381
2009 W31,2009-08-02,0.027571543325109818
2009 W32,2009-08-09,0.022791507732790844
2009 W33,2009-08-16,0.01963348908748034
2009 W34,2009-08-23,0.019629997693621407
2009 W35,2009-08-30,0.017825476067623344
2009 W36,2009-09-06,0.01670928803090433
2009 W37,2009-09-13,0.016477656971657234
2009 W38,2009-09-20,0.018626486458713364
2009 W39,2009-09-27,0.024963895311743603
2009 W40,2009-10-04,0.029879601532095998
2009 W41,2009-10-11,0.027072824162314928
2009 W42,2009-10-18,0.021833173018421102
2009 W43,2009-10-25,0.019375090675314767
2009 W44,2009-11-01,0.021284600983313223
2009 W45,2009-11-08,0.023385785287506552
2009 W46,2009-11-15,0.03266686236287169
2009 W47,2009-11-22,0.05144368433601929
2009 W48,2009-11-29,0.05512777492268012
2009 W49,2009-12-06,0.04849631312019765
2009 W50,2009-12-13,0.033429996420582996
2009 W51,2009-12-20,0.024061951898186287
2009 W52,2009-12-27,0.023350055178924245
2009 W53,2010-01-03,0.0214329675890155
2010 W01,2010-01-10,0.018898920979523927
2010 W02,2010-01-17,0.020504538955376794
2010 W03,2010-01-24,0.020302955043279294
2010 W04,2010-01-31,0.019158624256061012
2010 W05,2010-02-07,0.018244654930322943
2010 W06,2010-02-14,0.017099689344221215
2010 W07,2010-02-21,0.017015966424816134
2010 W08,2010-02-28,0.018534546420428163
2010 W09,2010-03-07,0.01885377972559027
2010 W10,2010-03-14,0.01836047045994648
2010 W11,2010-03-21,0.01770690974283822
2010 W12,2010-03-28,0.0182038867353641
2010 W13,2010-04-04,0.018321536128428705
2010 W14,2010-04-11,0.01910022275878434
2010 W15,2010-04-18,0.01987890938913997
2010 W16,2010-04-25,0.020317061685133565
2010 W17,2010-05-02,0.020735182549694087
2010 W18,2010-05-09,0.019371458215037295
2010 W19,2010-05-16,0.01978725148369187
2010 W20,2010-05-23,0.02186829855663823
2010 W21,2010-05-30,0.02131616459446215
2010 W22,2010-06-06,0.019220129214545627
2010 W23,2010-06-13,0.016964053982792424
2010 W24,2010-06-20,0.0172909754077651
2010 W25,2010-06-27,0.017389862967163522
2010 W26,2010-07-04,0.016393228720159435
2010 W27,2010-07-11,0.017063957220404352
2010 W28,2010-07-18,0.016549882977951097
2010 W29,2010-07-25,0.01693381035027415
2010 W30,2010-08-01,0.017855593747982207
2010 W31,2010-08-08,0.017684056983034303
2010 W32,2010-08-15,0.017608868581951043
2010 W33,2010-08-22,0.01800695801507852
2010 W34,2010-08-29,0.018600565504306138
2010 W35,2010-09-05,0.019855633430080434
2010 W36,2010-09-12,0.01832090132954526
2010 W37,2010-09-19,0.018278299271145375
2010 W38,2010-09-26,0.017704864279769347
2010 W39,2010-10-03,0.017181507866975976
2010 W40,2010-10-10,0.015194164162546597
2010 W41,2010-10-17,0.015643601772023598
2010 W42,2010-10-24,0.014719616730568999
2010 W43,2010-10-31,0.013825678836263976
2010 W44,2010-11-07,0.013262259560604492
2010 W45,2010-11-14,0.013329830375086435
2010 W46,2010-11-21,0.01267373046244439
2010 W47,2010-11-28,0.012712523727543633
2010 W48,2010-12-05,0.013367854828204614
2010 W49,2010-12-12,0.01389825750860419
2010 W50,2010-12-19,0.01397584403880267
2010 W51,2010-12-26,0.01408474731391763
2010 W52,2010-12-27,0.013599556420660977
