time,t,data/C364_3.csv
2013 W01,2013-01-06,0.03303747534516763
2013 W02,2013-01-13,0.042899408284023666
2013 W03,2013-01-20,0.05325443786982245
2013 W04,2013-01-27,0.21646942800788951
2013 W05,2013-02-03,0.039940828402366874
2013 W06,2013-02-10,0.07396449704142011
2013 W07,2013-02-17,0.02514792899408283
2013 W08,2013-02-24,0.04487179487179485
2013 W09,2013-03-03,0.04930966469428005
2013 W10,2013-03-10,0.09812623274161733
2013 W11,2013-03-17,0.09714003944773175
2013 W12,2013-03-24,0.08974358974358973
2013 W13,2013-03-31,0.08678500986193291
2013 W14,2013-04-07,0.031558185404339245
2013 W15,2013-04-14,0.0857988165680473
2013 W16,2013-04-21,0.06410256410256407
2013 W17,2013-04-28,0.08086785009861933
2013 W18,2013-05-05,0.0779092702169625
2013 W19,2013-05-12,0.05867850098619326
2013 W20,2013-05-19,0.031065088757396414
2013 W21,2013-05-26,0.031558185404339245
2013 W22,2013-06-02,0.03353057199211043
2013 W23,2013-06-09,0.038461538461538436
2013 W24,2013-06-16,0.021696252465483234
2013 W25,2013-06-23,0
2013 W26,2013-06-30,0.01824457593688364
2013 W27,2013-07-07,0.009368836291913207
2013 W28,2013-07-14,0.023175542406311644
2013 W29,2013-07-21,0.016272189349112426
2013 W30,2013-07-28,0.028599605522682425
2013 W31,2013-08-04,0.014299802761341213
2013 W32,2013-08-11,0
2013 W33,2013-08-18,0.021696252465483234
2013 W34,2013-08-25,0.04339250493096647
2013 W35,2013-09-01,0.046844181459566064
2013 W36,2013-09-08,0.05374753451676528
2013 W37,2013-09-15,0.06311637080867849
2013 W38,2013-09-22,0.035502958579881644
2013 W39,2013-09-29,0.02514792899408283
2013 W40,2013-10-06,0.031558185404339245
2013 W41,2013-10-13,0.0685404339250493
2013 W42,2013-10-20,0.0779092702169625
2013 W43,2013-10-27,0.06656804733727809
2013 W44,2013-11-03,0.0774161735700197
2013 W45,2013-11-10,0.11785009861932938
2013 W46,2013-11-17,0.09368836291913213
2013 W47,2013-11-24,0.049802761341222856
2013 W48,2013-12-01,0.05818540433925046
2013 W49,2013-12-08,0.05177514792899407
2013 W50,2013-12-15,0.02761341222879682
2013 W51,2013-12-22,0.031065088757396414
2013 W52,2013-12-27,0.05276134122287965
