time,t,data/C346_5.csv
2009 Jan,2009-01-31,0
2009 Feb,2009-02-28,0.019193857965451033
2009 Mar,2009-03-31,0.0930902111324376
2009 Apr,2009-04-30,0.3128598848368522
2009 May,2009-05-31,0.11036468330134352
2009 Jun,2009-06-30,0.1650671785028791
2009 Jul,2009-07-31,0.4750479846449136
2009 Aug,2009-08-31,0.3502879078694817
2009 Sep,2009-09-30,0.17658349328214967
2009 Oct,2009-10-31,0.2600767754318618
2009 Nov,2009-11-30,0.40690978886756235
2009 Dec,2009-12-31,0.33589251439539347
2010 Jan,2010-01-31,0.2111324376199616
2010 Feb,2010-02-28,0.23128598848368526
2010 Mar,2010-03-31,0.2898272552783109
2010 Apr,2010-04-30,0.30998080614203455
2010 May,2010-05-31,0.30614203454894434
2010 Jun,2010-06-30,0.2677543186180422
2010 Jul,2010-07-31,0.3685220729366603
2010 Aug,2010-08-31,0.4261036468330134
2010 Sep,2010-09-30,0.26871401151631474
2010 Oct,2010-10-31,0.058541266794625735
2010 Nov,2010-11-30,0.02207293666026866
2010 Dec,2010-12-31,0.0124760076775432
2011 Jan,2011-01-31,0.4222648752399232
2011 Feb,2011-02-28,0.3416506717850288
2011 Mar,2011-03-31,0.22168905950095968
2011 Apr,2011-04-30,0.08061420345489445
2011 May,2011-05-31,0.025911708253358978
2011 Jun,2011-06-30,0.021113243761996192
2011 Jul,2011-07-31,0.021113243761996192
2011 Aug,2011-08-31,0.07965451055662193
2011 Sep,2011-09-30,0.09980806142034554
2011 Oct,2011-10-31,0
2011 Nov,2011-11-30,0.07581573896353166
2011 Dec,2011-12-31,0.04318618042226485
2012 Jan,2012-01-31,0.163147792706334
2012 Feb,2012-02-29,0.3128598848368522
2012 Mar,2012-03-31,0.20921305182341654
2012 Apr,2012-04-30,0.12092130518234162
2012 May,2012-05-31,0.30326295585412666
2012 Jun,2012-06-30,0.21976967370441458
2012 Jul,2012-07-31,0.08157389635316692
2012 Aug,2012-08-31,0.03646833013435702
2012 Sep,2012-09-30,0.021113243761996192
2012 Oct,2012-10-31,0.015355086372360827
2012 Nov,2012-11-30,0
2012 Dec,2012-12-31,0.017274472168905874
2013 Jan,2013-01-31,0.010556621880998152
2013 Feb,2013-02-28,0.07965451055662193
2013 Mar,2013-03-31,0.14779270633397312
2013 Apr,2013-04-30,0.16602687140115163
2013 May,2013-05-31,0.09980806142034554
2013 Jun,2013-06-30,0.06046065259117078
2013 Jul,2013-07-31,0.025911708253358978
2013 Aug,2013-08-31,0.03550863723608444
2013 Sep,2013-09-30,0.06429942418426099
2013 Oct,2013-10-31,0.04702495201535506
2013 Nov,2013-11-30,0.007677543186180413
2013 Dec,2013-12-16,0.09213051823416507
