time,t,data/C837_1.csv
2010 W01,2010-01-10,0.050910379861779737
2010 W02,2010-01-17,0.05117335879618336
2010 W03,2010-01-24,0.04338005394592863
2010 W04,2010-01-31,0.04240630902513993
2010 W05,2010-02-07,0.039294567538118774
2010 W06,2010-02-14,0.03639315012162229
2010 W07,2010-02-21,0.06726039713682333
2010 W08,2010-02-28,0.06053300064354102
2010 W09,2010-03-07,0.060312198703160326
2010 W10,2010-03-14,0.06406127811426222
2010 W11,2010-03-21,0.06268907211608829
2010 W12,2010-03-28,0.06938970473780932
2010 W13,2010-04-04,0.07187604981983176
2010 W14,2010-04-11,0.043716623570328336
2010 W15,2010-04-18,0.04110707639551984
2010 W16,2010-04-25,0.06179833701568892
2010 W17,2010-05-02,0.05958176804179995
2010 W18,2010-05-09,0.04918502617144212
2010 W19,2010-05-16,0.051256995894812404
2010 W20,2010-05-23,0.045447191303600344
2010 W21,2010-05-30,0.06320009478871179
2010 W22,2010-06-06,0.061078360991657206
2010 W23,2010-06-13,0.07356719195411111
2010 W24,2010-06-20,0.07812401987775044
2010 W25,2010-06-27,0.07790349672769852
2010 W26,2010-07-04,0.0855376819978115
2010 W27,2010-07-11,0.10016852875373754
2010 W28,2010-07-18,0.09181831234274483
2010 W29,2010-07-25,0.08411550283320672
2010 W30,2010-08-01,0.08070948155951328
2010 W31,2010-08-08,0.06530897635161037
2010 W32,2010-08-15,0.05865999428479826
2010 W33,2010-08-22,0.048802247050049846
2010 W34,2010-08-29,0.05156087735316463
2010 W35,2010-09-05,0.05386006119447717
2010 W36,2010-09-12,0.05351654504438575
2010 W37,2010-09-19,0.04373706487550519
2010 W38,2010-09-26,0.039648724185758
2010 W39,2010-10-03,0.03501455982491968
2010 W40,2010-10-10,0.021070694257616193
2010 W41,2010-10-17,0.018524719021941576
2010 W42,2010-10-24,0.02169471994349849
2010 W43,2010-10-31,0.022690187277403337
2010 W44,2010-11-07,0.016729092467782286
2010 W45,2010-11-14,0.01926190260459866
2010 W46,2010-11-21,0.0190331352262533
2010 W47,2010-11-28,0.017530136736699474
