time,t,data/C502_2.csv
2009 Jun,2009-06-30,0.01652892562
2009 Jul,2009-07-31,0
2009 Aug,2009-08-31,0
2009 Sep,2009-09-30,0
2009 Oct,2009-10-31,0
2009 Nov,2009-11-30,0.02105263158
2009 Dec,2009-12-31,0.1189189189
2010 Jan,2010-01-31,0.8220858896
2010 Feb,2010-02-28,0.7222222222
2010 Mar,2010-03-31,0.3351351351
2010 Apr,2010-04-30,0.1576086957
2010 May,2010-05-31,0.03067484663
2010 Jun,2010-06-30,0.065
2010 Jul,2010-07-31,0.01840490798
2010 Aug,2010-08-31,0.01086956522
2010 Sep,2010-09-30,0.01136363636
2010 Oct,2010-10-31,0.00826446281
2010 Nov,2010-11-30,0.007407407407
2010 Dec,2010-12-31,0.007352941176
2011 Jan,2011-01-31,0.007352941176
2011 Feb,2011-02-28,0.1206896552
2011 Mar,2011-03-31,0.1134751773
2011 Apr,2011-04-30,0.1
2011 May,2011-05-01,0
