time,t,data/C427_3.csv
2009 Aug,2009-08-31,0.0625
2009 Sep,2009-09-30,0.4754098361
2009 Oct,2009-10-31,0.5074626866
2009 Nov,2009-11-30,0.752688172
2009 Dec,2009-12-31,0.6268656716
2010 Jan,2010-01-31,0.2459016393
2010 Feb,2010-02-28,0.1
2010 Mar,2010-03-31,0
2010 Apr,2010-04-30,0.3
2010 May,2010-05-31,0.7083333333
2010 Jun,2010-06-30,0.5238095238
2010 Jul,2010-07-31,0.59375
2010 Aug,2010-08-31,0.6578947368
2010 Sep,2010-09-30,0.5714285714
2010 Oct,2010-10-31,0.2352941176
2010 Nov,2010-11-30,0
2010 Dec,2010-12-31,0.125
2011 Jan,2011-01-31,0.1463414634
2011 Feb,2011-02-28,0.5897435897
2011 Mar,2011-03-31,0.1951219512
2011 Apr,2011-04-30,0
2011 May,2011-05-31,0
2011 Jun,2011-06-30,0
2011 Jul,2011-07-31,0
2011 Aug,2011-08-31,0.03225806452
2011 Sep,2011-09-30,0
2011 Oct,2011-10-31,0.05882352941
2011 Nov,2011-11-30,0.125
2011 Dec,2011-12-31,0.375
2012 Jan,2012-01-31,0.5833333333
2012 Feb,2012-02-29,0.4615384615
2012 Mar,2012-03-31,0.5625
2012 Apr,2012-04-30,0.25
2012 May,2012-05-31,0.4615384615
2012 Jun,2012-06-30,0.7391304348
2012 Jul,2012-07-31,0.4666666667
2012 Aug,2012-08-31,0
2012 Sep,2012-09-30,0
2012 Oct,2012-10-01,0
