time,t,data/C1121_1.csv
2011 Mar,2011-03-31,0.1194399775754985
2011 Apr,2011-04-30,0.4828614008941897
2011 May,2011-05-31,0.3565397208340485
2011 Jun,2011-06-30,0
2011 Jul,2011-07-31,0
2011 Aug,2011-08-31,0
2011 Sep,2011-09-30,0
2011 Oct,2011-10-31,0
2011 Nov,2011-11-30,0
2011 Dec,2011-12-31,0
2012 Jan,2012-01-31,0.9085522101217153
2012 Feb,2012-02-29,0
2012 Mar,2012-03-31,0.2503487371264069
2012 Apr,2012-04-30,0.21503031199171904
2012 May,2012-05-31,0.1274446990346085
2012 Jun,2012-06-30,0.15946113954339955
2012 Jul,2012-07-31,0.28183554742254513
2012 Aug,2012-08-31,0.4472396836662267
2012 Sep,2012-09-30,0.19665378437266431
2012 Oct,2012-10-31,0
2012 Nov,2012-11-30,0
2012 Dec,2012-12-31,0
2013 Jan,2013-01-31,0.0365956787533324
2013 Feb,2013-02-28,0.10401764064015483
2013 Mar,2013-03-31,0.08307158257610775
2013 Apr,2013-04-30,0.05857687794661275
2013 May,2013-05-31,0.031095427143067157
2013 Jun,2013-06-30,0.05560589019411832
2013 Jul,2013-07-31,0.029319748862280486
2013 Aug,2013-08-31,0.021811568398026303
2013 Sep,2013-09-30,0
2013 Oct,2013-10-31,0
2013 Nov,2013-11-30,0
2013 Dec,2013-12-31,0.10871564564098324
2014 Jan,2014-01-31,0.3933976800865328
2014 Feb,2014-02-01,0.37482029275943085
