time,t,data/C344_1.csv
2011 W01,2011-01-09,0.04793898096902255
2011 W02,2011-01-16,0.04831141200640457
2011 W03,2011-01-23,0.04466540427118593
2011 W04,2011-01-30,0.10322919789145835
2011 W05,2011-02-06,0.11823237825072926
2011 W06,2011-02-13,0.07214634039348719
2011 W07,2011-02-20,0.04508915972714708
2011 W08,2011-02-27,0.0425413629484489
2011 W09,2011-03-06,0.044023191033580183
2011 W10,2011-03-13,0.04294735225951729
2011 W11,2011-03-20,0.04770802108541641
2011 W12,2011-03-27,0.04004620659906269
2011 W13,2011-04-03,0.044817403510824166
2011 W14,2011-04-10,0.0433697917047457
2011 W15,2011-04-17,0.047042119654620296
2011 W16,2011-04-24,0.0525430445177186
2011 W17,2011-05-01,0.05218245757693177
2011 W18,2011-05-08,0.04488846809039529
2011 W19,2011-05-15,0.05807292161693847
2011 W20,2011-05-22,0.06064572259955983
2011 W21,2011-05-29,0.06174919759901151
2011 W22,2011-06-05,0.06396799169451
2011 W23,2011-06-12,0.07092705644954923
2011 W24,2011-06-19,0.07094877062664041
2011 W25,2011-06-26,0.09802437544323969
2011 W26,2011-07-03,0.07425985363036179
2011 W27,2011-07-10,0.07172258493752603
2011 W28,2011-07-17,0.0651412152628
2011 W29,2011-07-24,0.05601928686840621
2011 W30,2011-07-31,0.06955906329280506
2011 W31,2011-08-07,0.05932839585602842
2011 W32,2011-08-14,0.04215774581983811
2011 W33,2011-08-21,0.052407495412240324
2011 W34,2011-08-28,0.03742076518712942
2011 W35,2011-09-04,0.04549185901138347
2011 W36,2011-09-11,0.053916959722760394
2011 W37,2011-09-18,0.05063088092296217
2011 W38,2011-09-25,0.04882794621902803
2011 W39,2011-10-02,0.06018248682161473
2011 W40,2011-10-09,0.06568143766861387
2011 W41,2011-10-16,0.05837363006938298
2011 W42,2011-10-23,0.04632423579987863
2011 W43,2011-10-30,0.05365441558156708
2011 W44,2011-11-06,0.06280858623891442
2011 W45,2011-11-13,0.05257397076993936
2011 W46,2011-11-20,0.050038018087836394
2011 W47,2011-11-27,0.0555389429509347
2011 W48,2011-12-04,0.05994099885214618
2011 W49,2011-12-11,0.06032593199148978
2011 W50,2011-12-18,0.06361990685568478
2011 W51,2011-12-25,0.0541215993917106
2011 W52,2011-12-28,0.04425809894938476
