time,t,data/C269_5.csv
2014 W01,2014-01-05,0.04130867693714069
2014 W02,2014-01-12,0.04241819859579601
2014 W03,2014-01-19,0.039526951639801085
2014 W04,2014-01-26,0.03676056952944182
2014 W05,2014-02-02,0.03885513608144512
2014 W06,2014-02-09,0.03756404133917897
2014 W07,2014-02-16,0.031348692330993716
2014 W08,2014-02-23,0.025380647512027794
2014 W09,2014-03-02,0.024275006656655634
2014 W10,2014-03-09,0.025755242048934774
2014 W11,2014-03-16,0.026866024968657125
2014 W12,2014-03-23,0.02655919895908232
2014 W13,2014-03-30,0.02557716168827879
2014 W14,2014-04-06,0.0261346875899457
2014 W15,2014-04-13,0.027059531522363664
2014 W16,2014-04-20,0.02429159709069114
2014 W17,2014-04-27,0.024172068349569822
2014 W18,2014-05-04,0.024420439759692034
2014 W19,2014-05-11,0.024976801420374
2014 W20,2014-05-18,0.024486752985793024
2014 W21,2014-05-25,0.026151375044063285
2014 W22,2014-06-01,0.02843188058337097
2014 W23,2014-06-08,0.031080480314086344
2014 W24,2014-06-15,0.029420903300084192
2014 W25,2014-06-22,0.02954547708547361
2014 W26,2014-06-29,0.02899483960963431
2014 W27,2014-07-06,0.02998279510544466
2014 W28,2014-07-13,0.03423300235111999
2014 W29,2014-07-20,0.036451851628266474
2014 W30,2014-07-27,0.03608375743685879
2014 W31,2014-08-03,0.03325348760245051
2014 W32,2014-08-10,0.03104016846998252
2014 W33,2014-08-17,0.028826073176857907
2014 W34,2014-08-24,0.02661217192389745
2014 W35,2014-08-31,0.02692423701790452
2014 W36,2014-09-07,0.028095317918638958
2014 W37,2014-09-14,0.02834301018818662
2014 W38,2014-09-21,0.025391271211015445
2014 W39,2014-09-28,0.027057154530352734
2014 W40,2014-10-05,0.028043751745013976
2014 W41,2014-10-12,0.025583128423326645
2014 W42,2014-10-19,0.022753537729492918
2014 W43,2014-10-26,0.022511375604623757
2014 W44,2014-11-02,0.02257400206760575
2014 W45,2014-11-09,0.022452532924842856
2014 W46,2014-11-16,0.021777903784106604
2014 W47,2014-11-23,0.021472921156091295
2014 W48,2014-11-30,0.02190761963384621
2014 W49,2014-12-07,0.023818478660432945
2014 W50,2014-12-14,0.024188901333810527
2014 W51,2014-12-21,0.02468321865200298
2014 W52,2014-12-25,0.024871583141359337
