time,t,data/C224_5.csv
2015 W02,2015-01-11,0.020515575333757155
2015 W03,2015-01-18,0.021476341839978198
2015 W04,2015-01-25,0.027635092180546727
2015 W05,2015-02-01,0.02924814579360034
2015 W06,2015-02-08,0.028194926285835375
2015 W07,2015-02-15,0.028488662852299215
2015 W08,2015-02-22,0.029779795961614154
2015 W09,2015-03-01,0.03490951472769656
2015 W10,2015-03-08,0.02818287772833228
2015 W11,2015-03-15,0.027996821360457724
2015 W12,2015-03-22,0.03197976266158085
2015 W13,2015-03-29,0.03313435049798687
2015 W14,2015-04-05,0.034095964641419195
2015 W15,2015-04-12,0.03519643992371266
2015 W16,2015-04-19,0.02648272939182031
2015 W17,2015-04-26,0.02312216571307481
2015 W18,2015-05-03,0.02617652044924772
2015 W19,2015-05-10,0.02726764144945963
2015 W20,2015-05-17,0.030719522901341088
2015 W21,2015-05-24,0.03226282808100991
2015 W22,2015-05-31,0.03571110707474344
2015 W23,2015-06-07,0.05714476432658251
2015 W24,2015-06-14,0.07120671752489935
2015 W25,2015-06-21,0.09033548774457867
2015 W26,2015-06-28,0.09345581691036238
2015 W27,2015-07-05,0.07560860351769444
2015 W28,2015-07-12,0.0637223988133079
2015 W29,2015-07-19,0.05577919050646324
2015 W30,2015-07-26,0.04091205763933037
2015 W31,2015-08-02,0.03599284217466035
2015 W32,2015-08-09,0.03707692307692308
2015 W33,2015-08-16,0.03664154027790391
2015 W34,2015-08-23,0.028112100021190925
2015 W35,2015-08-30,0.026770581691036244
2015 W36,2015-09-06,0.03281470045106409
2015 W37,2015-09-13,0.034024157660521304
2015 W38,2015-09-20,0.03351663488027125
2015 W39,2015-09-27,0.034081585081585083
2015 W40,2015-10-04,0.038585747585747586
2015 W41,2015-10-11,0.04148447764356855
2015 W42,2015-10-18,0.04225513880059334
2015 W43,2015-10-25,0.0381613159567705
2015 W44,2015-11-01,0.039444797626615805
2015 W45,2015-11-08,0.03688493324856962
2015 W46,2015-11-15,0.03832298005025278
2015 W47,2015-11-22,0.03945920745920746
2015 W48,2015-11-29,0.03928571428571429
2015 W49,2015-12-06,0.03972600127145583
2015 W50,2015-12-13,0.037354100445009544
2015 W51,2015-12-20,0.03794532739987286
2015 W52,2015-12-27,0.04974528501801229
2015 W53,2016-01-03,0.04461784806102988
2016 W01,2016-01-04,0.008725789362152986
