time,t,data/E46_7.csv
2006 May,2006-05-31,0.2109297315318976
2006 Jun,2006-06-30,0.6842577817031232
2006 Jul,2006-07-31,0.8911712924787695
2006 Aug,2006-08-31,0.4741488512722974
2006 Sep,2006-09-30,0.19481730149563803
2006 Oct,2006-10-31,0.4907948108406713
2006 Nov,2006-11-30,0.48964733650804876
2006 Dec,2006-12-31,0.6034419896033907
2007 Jan,2007-01-31,0.38033893033603916
2007 Feb,2007-02-28,0.8062820158618054
2007 Mar,2007-03-31,0.6455807246102778
2007 Apr,2007-04-30,0
2007 May,2007-05-31,0.12706252730573467
2007 Jun,2007-06-30,0.3438912327301313
2007 Jul,2007-07-31,0.3248419355603376
2007 Aug,2007-08-31,0.37962379519346184
2007 Sep,2007-09-30,0.484250887058422
2007 Oct,2007-10-31,0.3980867778122675
2007 Nov,2007-11-30,0.3240997271718858
2007 Dec,2007-12-31,0.5155533526793525
2008 Jan,2008-01-31,0.579141896057571
2008 Feb,2008-02-29,0.6416142350421904
2008 Mar,2008-03-31,0.5466490673591096
2008 Apr,2008-04-30,0.4383866865011045
2008 May,2008-05-31,0.28365742932551313
2008 Jun,2008-06-30,0.2303712308206771
2008 Jul,2008-07-31,0.679600485082624
2008 Aug,2008-08-31,0.5793167450827412
2008 Sep,2008-09-30,0.32208440373426117
2008 Oct,2008-10-31,0.49142138842121696
2008 Nov,2008-11-30,0.438116543442401
2008 Dec,2008-12-31,0.2560532947609947
2009 Jan,2009-01-31,0.15367806176088877
2009 Feb,2009-02-28,0.4071433421967744
2009 Mar,2009-03-31,0.3685864880899045
2009 Apr,2009-04-30,0.32587971764668355
2009 May,2009-05-31,0.6038338536622976
2009 Jun,2009-06-30,0.5524336239988176
2009 Jul,2009-07-31,0.604637104935129
2009 Aug,2009-08-31,0.6739670630958642
2009 Sep,2009-09-30,0.7169042212412725
2009 Oct,2009-10-31,0.8239479536314133
2009 Nov,2009-11-30,0.7996515930899004
2009 Dec,2009-12-31,0.592879246556015
2010 Jan,2010-01-31,0.44855745876557535
2010 Feb,2010-02-28,0.44307360715660055
2010 Mar,2010-03-31,0.42840302470607755
2010 Apr,2010-04-30,0.36056620603066364
2010 May,2010-05-31,0.20761705040321998
2010 Jun,2010-06-30,0.3361254507228091
2010 Jul,2010-07-31,0.5280152419867317
2010 Aug,2010-08-31,0.6340212016526249
2010 Sep,2010-09-30,0.5988199800276391
2010 Oct,2010-10-31,0.3326397669161061
2010 Nov,2010-11-30,0.3937933287527656
2010 Dec,2010-12-31,0.7831959914811651
2011 Jan,2011-01-31,0.6731200581438705
2011 Feb,2011-02-28,0.2802347544438814
2011 Mar,2011-03-31,0.21187826051706027
2011 Apr,2011-04-30,0.19043119660664018
2011 May,2011-05-31,0.15173946304064131
2011 Jun,2011-06-30,0
2011 Jul,2011-07-31,0.011680883114180602
2011 Aug,2011-08-31,0.11990228789223081
2011 Sep,2011-09-30,0.09944833996711466
2011 Oct,2011-10-31,0.20416782465725958
2011 Nov,2011-11-30,0.2910812814101496
2011 Dec,2011-12-31,0.5846397116388593
2012 Jan,2012-01-31,0.5687911699315964
2012 Feb,2012-02-29,0.5267920229894694
2012 Mar,2012-03-31,0.43829164125209163
2012 Apr,2012-04-30,0.23505087753778228
2012 May,2012-05-31,0.14031325940433434
2012 Jun,2012-06-30,0.22210274374924097
2012 Jul,2012-07-31,0.1842028827379666
2012 Aug,2012-08-31,0.09510833852624842
2012 Sep,2012-09-30,0.003536335742537489
2012 Oct,2012-10-31,0.09716638373958177
2012 Nov,2012-11-30,0.1216559387603175
2012 Dec,2012-12-31,0.22308170527198598
2013 Jan,2013-01-31,0.23422596395874082
2013 Feb,2013-02-28,0.23838637809271987
2013 Mar,2013-03-31,0.18543630247759238
2013 Apr,2013-04-30,0.1277906747525148
2013 May,2013-05-31,0.13759419100050566
2013 Jun,2013-06-30,0.11267366076308434
2013 Jul,2013-07-31,0
2013 Aug,2013-08-31,0.1822836808020706
2013 Sep,2013-09-30,0.38064816009722846
2013 Oct,2013-10-31,0.6613980701565643
2013 Nov,2013-11-30,0.7318891097123467
2013 Dec,2013-12-31,0.7032497098879731
2014 Jan,2014-01-31,0.5499932053037184
2014 Feb,2014-02-28,0.47926981501977095
2014 Mar,2014-03-31,0.35370623090306114
2014 Apr,2014-04-30,0.15748562047385406
2014 May,2014-05-31,0.221070702219085
2014 Jun,2014-06-30,0.4835633669563708
2014 Jul,2014-07-31,0.7004106714554432
2014 Aug,2014-08-31,0.7365524147981444
2014 Sep,2014-09-30,0.6806412086343425
2014 Oct,2014-10-31,0.4792476084046852
2014 Nov,2014-11-30,0.6610467395093309
2014 Dec,2014-12-31,0.6876702830454705
2015 Jan,2015-01-31,0.6419362778656389
2015 Feb,2015-02-28,0.5854445310043137
2015 Mar,2015-03-31,0.4030005507118112
2015 Apr,2015-04-30,0.16835765506638084
2015 May,2015-05-31,0.2296410614432439
2015 Jun,2015-06-30,0.4790292938056865
2015 Jul,2015-07-31,0.5445759995890102
2015 Aug,2015-08-31,0.5464070151887266
2015 Sep,2015-09-30,0.5030954359282402
2015 Oct,2015-10-31,0.32381091290913133
2015 Nov,2015-11-30,0.26917396036699826
2015 Dec,2015-12-31,0.4785803317209866
2016 Jan,2016-01-31,0.5933449400179508
2016 Feb,2016-02-29,0.6748610415823422
2016 Mar,2016-03-31,0.6980736813387592
2016 Apr,2016-04-03,0.5988740374911302
