time,t,data/C142_2.csv
2012 Jan,2012-01-31,0.00275754968036801
2012 Feb,2012-02-29,0.008268852506436053
2012 Mar,2012-03-31,0.0420839540366203
2012 Apr,2012-04-30,0.07451711694773078
2012 May,2012-05-31,0.31474284805183544
2012 Jun,2012-06-30,0.17873515735732268
2012 Jul,2012-07-31,0.08276635402505
2012 Aug,2012-08-31,0.04133413843973277
2012 Sep,2012-09-30,0.024755304301293024
2012 Oct,2012-10-31,0.01714831433860753
2012 Nov,2012-11-30,0
2012 Dec,2012-12-31,0.019887514101414483
2013 Jan,2013-01-31,0
2013 Feb,2013-02-28,0
2013 Mar,2013-03-31,0
2013 Apr,2013-04-30,0
2013 May,2013-05-31,0
2013 Jun,2013-06-30,0
2013 Jul,2013-07-31,0.005306922709785666
2013 Aug,2013-08-31,0.023935252813051422
2013 Sep,2013-09-30,0.010806835931850445
2013 Oct,2013-10-31,0
2013 Nov,2013-11-30,0
2013 Dec,2013-12-31,0
2014 Jan,2014-01-31,0
2014 Feb,2014-02-28,0.014890008967053392
2014 Mar,2014-03-31,0.02661497353272979
2014 Apr,2014-04-30,0.0673321750889474
2014 May,2014-05-31,0.2875400444013769
2014 Jun,2014-06-30,0.3323992652801482
2014 Jul,2014-07-31,0.08110410459633804
2014 Aug,2014-08-31,0
2014 Sep,2014-09-30,0
2014 Oct,2014-10-31,0
2014 Nov,2014-11-30,0
2014 Dec,2014-12-31,0
2015 Jan,2015-01-31,0.018902313355124267
2015 Feb,2015-02-28,0.036839674148853085
2015 Mar,2015-03-31,0.022331849671690218
2015 Apr,2015-04-30,0.02715218318822138
2015 May,2015-05-31,0.009190777674929873
2015 Jun,2015-06-30,0.13413030430129308
2015 Jul,2015-07-31,0.07613001142576153
2015 Aug,2015-08-31,0.03331775548870447
2015 Sep,2015-09-30,0.018118328946226614
2015 Oct,2015-10-31,0
2015 Nov,2015-11-30,0
2015 Dec,2015-12-31,0
2016 Jan,2016-01-31,0
2016 Feb,2016-02-29,0.0077050671082699584
2016 Mar,2016-03-31,0
2016 Apr,2016-04-30,0
2016 May,2016-05-31,0.006288326921408183
2016 Jun,2016-06-30,0
2016 Jul,2016-07-31,0
2016 Aug,2016-08-31,0.004873485001880229
2016 Sep,2016-09-30,0.033854965144196
2016 Oct,2016-10-31,0.06835977047236125
2016 Nov,2016-11-30,0.010362008619941632
2016 Dec,2016-12-19,0.04555525223453183
