time,t,data/C224_10.csv
2011 W02,2011-01-16,0.07521367521367528
2011 W03,2011-01-23,0.12649572649572655
2011 W04,2011-01-30,0.1777777777777778
2011 W05,2011-02-06,0.22905982905982908
2011 W06,2011-02-13,0.28034188034188035
2011 W07,2011-02-20,0.30427350427350425
2011 W08,2011-02-27,0.32820512820512815
2011 W09,2011-03-06,0.352136752136752
2011 W10,2011-03-13,0.37606837606837595
2011 W11,2011-03-20,0.3863247863247862
2011 W12,2011-03-27,0.35327635327635315
2011 W13,2011-04-03,0.3070085470085469
2011 W14,2011-04-10,0.2607407407407407
2011 W15,2011-04-17,0.21447293447293445
2011 W16,2011-04-24,0.17380755445271573
2011 W17,2011-05-01,0.14061207609594706
2011 W18,2011-05-08,0.10741659773917837
2011 W19,2011-05-15,0.07422111938240968
2011 W20,2011-05-22,0.04830438378825474
2011 W21,2011-05-29,0.05679625034463744
2011 W22,2011-06-05,0.06528811690102015
2011 W23,2011-06-12,0.07377998345740286
2011 W24,2011-06-19,0.08028673835125452
2011 W25,2011-06-26,0.08414667769506479
2011 W26,2011-07-03,0.08800661703887507
2011 W27,2011-07-10,0.09186655638268533
2011 W28,2011-07-17,0.09572649572649561
2011 W29,2011-07-24,0.09263854425144737
2011 W30,2011-07-31,0.07102288392610964
2011 W31,2011-08-07,0.049407223600771925
2011 W32,2011-08-14,0.02779156327543421
2011 W33,2011-08-21,0.0061759029500964985
2011 W34,2011-08-28,0
2011 W35,2011-09-04,0
2011 W36,2011-09-11,0
2011 W37,2011-09-18,0
2011 W38,2011-09-25,0
2011 W39,2011-10-02,0
2011 W40,2011-10-09,0
2011 W41,2011-10-16,0.01118881118881119
2011 W42,2011-10-23,0.037296037296037296
2011 W43,2011-10-30,0.06340326340326341
2011 W44,2011-11-06,0.08951048951048952
2011 W45,2011-11-13,0.11561771561771562
2011 W46,2011-11-20,0.16125356125356125
2011 W47,2011-11-27,0.2147008547008547
2011 W48,2011-12-04,0.26814814814814814
2011 W49,2011-12-11,0.32159544159544157
2011 W50,2011-12-18,0.38422939068100354
2011 W51,2011-12-25,0.4591122139509236
2011 W52,2012-01-01,0.5339950372208436
2012 W01,2012-01-08,0.6088778604907636
2012 W02,2012-01-15,0.6837606837606838
2012 W03,2012-01-22,0.6810035842293907
2012 W04,2012-01-29,0.6617038875103392
