time,t,data/C797_1.csv
2009 W53,2010-01-03,0.020273433299009453
2010 W01,2010-01-10,0.021184212540189512
2010 W02,2010-01-17,0.021962538163308887
2010 W03,2010-01-24,0.022097514063349616
2010 W04,2010-01-31,0.020957793273189772
2010 W05,2010-02-07,0.016110163679831858
2010 W06,2010-02-14,0.01953790130809383
2010 W07,2010-02-21,0.017344643122381494
2010 W08,2010-02-28,0.011990772750011699
2010 W09,2010-03-07,0.009689877161827258
2010 W10,2010-03-14,0.009603316385076568
2010 W11,2010-03-21,0.009409779459520838
2010 W12,2010-03-28,0.009509981932819708
2010 W13,2010-04-04,0.009763670399339626
2010 W14,2010-04-11,0.009691052723902036
2010 W15,2010-04-18,0.00937331783212897
2010 W16,2010-04-25,0.009880992830268737
2010 W17,2010-05-02,0.010020447221054586
2010 W18,2010-05-09,0.009875256955656704
2010 W19,2010-05-16,0.009933822990669182
2010 W20,2010-05-23,0.010606492300585656
2010 W21,2010-05-30,0.010545632058856863
2010 W22,2010-06-06,0.010373646850221442
2010 W23,2010-06-13,0.009857508306093003
2010 W24,2010-06-20,0.010201019567137877
2010 W25,2010-06-27,0.009856967280365406
2010 W26,2010-07-04,0.006910801661735841
2010 W27,2010-07-11,0.007356902421627735
2010 W28,2010-07-18,0.00668470300257468
2010 W29,2010-07-25,0.006475086703337005
2010 W30,2010-08-01,0.006570952343347212
2010 W31,2010-08-08,0.006816108800746262
2010 W32,2010-08-15,0.008229080979992927
2010 W33,2010-08-22,0.008822465975228403
2010 W34,2010-08-29,0.006902951779188192
2010 W35,2010-09-05,0.007037241378074471
2010 W36,2010-09-12,0.006907979167728373
2010 W37,2010-09-19,0.007229946727048898
2010 W38,2010-09-26,0.007498395677887036
2010 W39,2010-10-03,0.008239841380575149
2010 W40,2010-10-10,0.008562292714223527
2010 W41,2010-10-17,0.007782599498292719
2010 W42,2010-10-24,0.007330932030665156
2010 W43,2010-10-31,0.009722151684243964
2010 W44,2010-11-07,0.011614178767623707
2010 W45,2010-11-14,0.008399233571322478
2010 W46,2010-11-21,0.008834338484250692
2010 W47,2010-11-28,0.00940764111974033
